id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1344794293391777796,1344784728570920960,2021-01-01 07:55:19 HKT,2021-01-01,07:55:19,+0800,1304177281242468353,magnolia404,Pecan Mouton,,@gtconway3d @realDonaldTrump Pro life?,en,[],[],[],0,0,0,[],[],https://twitter.com/magnolia404/status/1344794293391777796,False,,0,,,,,,,,"[{'screen_name': 'gtconway3d', 'name': 'George Conway', 'id': '471677441'}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': '25073877'}]",,,,
1344794202211819522,1344494242878656514,2021-01-01 07:54:57 HKT,2021-01-01,07:54:57,+0800,822190517278666758,official_natew,Nathan Williams,,@JustFreedom1776 @ericasummer @davidmweissman What ignorance? The mandate is actually less dangerous than preventing the possibility of abortions. The logic falls flat when “pro life” people want to be pro choice only when it comes to their own bodies in terms of masks and vaccines... that’s the logical problem.,en,[],[],[],1,0,0,[],[],https://twitter.com/official_NateW/status/1344794202211819522,False,,0,,,,,,,,"[{'screen_name': 'JustFreedom1776', 'name': 'JusticeFreedom', 'id': '1336591123272372224'}, {'screen_name': 'ericasummer', 'name': '510inthe850', 'id': '132784397'}, {'screen_name': 'davidmweissman', 'name': 'David Weissman', 'id': '880018682'}]",,,,
1344794160033910784,1344268109281177606,2021-01-01 07:54:47 HKT,2021-01-01,07:54:47,+0800,135563894,actsmenaug2010,True the Vote! James West,,@theinclusionist @TalbertSwan @Gallup Did wages increase? Did energy costs decrease? Remember the cost for a gallon of gasoline under Joe-bama? Isn’t Trump supporting Prolife and religious freedom efforts more than Dems? Hasn’t the rate of illegal immigration been reduced?  Do we have a vaccine in world record time?,en,[],[],[],0,0,0,[],[],https://twitter.com/ACTSMenAug2010/status/1344794160033910784,False,,0,,,,,,,,"[{'screen_name': 'theinclusionist', 'name': 'Simma Lieberman', 'id': '18575547'}, {'screen_name': 'TalbertSwan', 'name': 'Bishop Talbert Swan', 'id': '16873455'}, {'screen_name': 'Gallup', 'name': 'Gallup', 'id': '546029429'}]",,,,
1344794018421616644,1344462214699376640,2021-01-01 07:54:13 HKT,2021-01-01,07:54:13,+0800,819988344889344000,thispeggy,"This Peggy, Human Scum",,@genechurch @wendy_soxy1girl @BamaStephen The fact you think Trump is pro life shows you are mainlining the Kool-Aid. I can’t argue with wanton ignorance.    https://t.co/nJ8pF9VsDG,en,[],['https://www.reuters.com/article/us-usa-election-idUSMTZSAPEC2IR8HAHN'],[],0,0,2,[],[],https://twitter.com/ThisPeggy/status/1344794018421616644,False,,0,,,,,,,,"[{'screen_name': 'wendy_soxy1girl', 'name': 'Wendy-Say no to the Cult', 'id': '819626115971084289'}, {'screen_name': 'BamaStephen', 'name': 'ProperGander Stephen Simpson', 'id': '47253430'}]",,,,
1344793875911610368,1344684030604816384,2021-01-01 07:53:39 HKT,2021-01-01,07:53:39,+0800,1280306509482569728,imbackbitchess6,Influencers are a Virus,,@Prolife_Sam @FlorioGina You can be pro-life and still believe in body autonomy.,en,[],[],[],0,0,1,[],[],https://twitter.com/imbackbitchess6/status/1344793875911610368,False,,0,,,,,,,,"[{'screen_name': 'Prolife_Sam', 'name': 'Samantha D.', 'id': '1040924881'}, {'screen_name': 'FlorioGina', 'name': 'Gina Bontempo', 'id': '1150821796112764928'}]",,,,
1344793774992445440,1344442997912580096,2021-01-01 07:53:15 HKT,2021-01-01,07:53:15,+0800,1293978625226678272,gchriskonrath1,G Chris Konrath,,"@Travisprice79 @RikiRachtman And obviously not pro life, you only believe in what you want, it's a good thing that you are the only one the world",en,[],[],[],0,0,0,[],[],https://twitter.com/GChrisKonrath1/status/1344793774992445440,False,,0,,,,,,,,"[{'screen_name': 'Travisprice79', 'name': 'Travis Price', 'id': '52481826'}, {'screen_name': 'RikiRachtman', 'name': 'Rev.Riki Rachtman', 'id': '67978376'}]",,,,
1344793731346673670,1344787183274749953,2021-01-01 07:53:05 HKT,2021-01-01,07:53:05,+0800,2290334467,mommyimazombie,damnedcat777,,@JimSwiftDC @SykesCharlie @BulwarkOnline Great year with y’all hanging with us homies.   Now if you could only drop that whole “being against abortion but pro death penalty = pro life” horse shit...  Don’t like abortion? Don’t have one.,en,[],[],[],0,0,0,[],[],https://twitter.com/MommyImAZombie/status/1344793731346673670,False,,0,,,,,,,,"[{'screen_name': 'JimSwiftDC', 'name': 'Jim Swift', 'id': '15146659'}, {'screen_name': 'SykesCharlie', 'name': 'Charlie Sykes', 'id': '95463107'}, {'screen_name': 'BulwarkOnline', 'name': 'The Bulwark', 'id': '1049475664804532225'}]",,,,
1344793203132805120,1344793203132805120,2021-01-01 07:50:59 HKT,2021-01-01,07:50:59,+0800,65474845,solloveswine,Sol,,@MayorAdler thank you for caring about people! Ever think about taking (running for governor) @GovAbbott position?  He clearly doesn't care about lives &amp; medical staff!  #Covid19 #Doctors #nurses #human #prolife    https://t.co/a1LGuOydxH,en,"[{'screen_name': 'govabbott', 'name': 'gov. greg abbott', 'id': '19291441'}]",['https://www.kvue.com/article/news/health/coronavirus/austin-texas-new-years-eve-curfew-order-decision/269-ffc5dd21-1238-41ed-bd29-bad80f7a17ce'],[],0,0,0,"['covid19', 'doctors', 'nurses', 'human', 'prolife']",[],https://twitter.com/Solloveswine/status/1344793203132805120,False,,0,,,,,,,,[],,,,
1344792585018159104,1344436285226823682,2021-01-01 07:48:31 HKT,2021-01-01,07:48:31,+0800,195001410,pro_life_aaa,Anarchists Against Abortion,,@jane60101772 @MarthaBueno18 @LilMotherHooker @blondeshaunayeg @EricDJuly Absolutely.,en,[],[],[],0,0,0,[],[],https://twitter.com/Pro_life_AAA/status/1344792585018159104,False,,0,,,,,,,,"[{'screen_name': 'MarthaBueno18', 'name': 'Martha Bueno', 'id': '829443865065185281'}, {'screen_name': 'LilMotherHooker', 'name': 'Violet Mello', 'id': '12079852'}, {'screen_name': 'EricDJuly', 'name': 'Eric July', 'id': '566608157'}]",,,,
1344792568115040256,1344792568115040256,2021-01-01 07:48:27 HKT,2021-01-01,07:48:27,+0800,1315501306958606336,reimtopher,TopherReim,,@smalltowngmom  🇺🇸🇺🇸Happily Followed You🇺🇸🇺🇸  Look forward to a FB! I DO NOT unfollow! We are in this together and I’m here for patriots and America! #ProudPatriot #MAGA #BackTheBlue #2A #ProLife  Also...I WAS #600!!!!!,en,[],[],[],0,0,1,"['proudpatriot', 'maga', 'backtheblue', '2a', 'prolife']",[],https://twitter.com/ReimTopher/status/1344792568115040256,False,,0,,,,,,,,[],,,,
